Rating,Corporation,Year,Default Probability
A,Amgen Inc.,2013,0.000211875217046
BB,Amkor Technology Inc.,2013,0.000038078400901
BBB,Amphenol Corp.,2013,0.000117154245223
A-,Analog Devices Inc.,2013,0.000402331145751
A-,Analog Devices Inc.,2013,0.000425790403033
A,Anheuser Busch InBev NV/SA,2013,0.000007302471434
A,Anheuser Busch InBev NV/SA,2013,0.000007455865712
A,Anheuser-Busch InBev Finance Inc,2013,0.000008283211405
A-,Anheuser-Busch InBev SA/NV,2013,0.000014348312647
A-,Anheuser-Busch InBev SA/NV,2013,0.000013665802359
A,Archer Daniels Midland Co.,2013,0.299544358899712
BB,Arcos Dorados Holdings Inc.,2013,0.000005750215347
BBB-,Arcos Dorados Holdings Inc.,2013,0.000007725826838
B+,"Armstrong World Industries, Inc.",2013,0.000011661664103
B,"Asbury Automotive Group, Inc.",2013,0.000011447269584
B,"Asbury Automotive Group, Inc.",2013,0.000011807344062
BB+,Ashland LLC,2013,0.000002552268000
AAA,AstraZeneca PLC,2013,0.325897161727138
A,AstraZeneca PLC,2013,0.123822176074443
BBB+,Atmos Energy Corp.,2013,0.189679434456284
A,Atmos Energy Corp.,2013,0.186616167153858
BBB+,Atmos Energy Corporation,2013,0.000034675950253
BBB-,AutoZone Inc.,2013,0.000076934461115
BBB,"AutoZone, Inc.",2013,0.000012625060130
BBB,"Autodesk, Inc.",2013,0.000174090025697
AAA,Automatic Data Processing Inc.,2013,0.000083405223345
A,Avery Dennison Corp.,2013,0.000092713366670
BBB,Avery Dennison Corporation,2013,0.000011122118437
BBB-,Avnet Inc.,2013,0.000118806151509
BBB-,Avnet Inc.,2013,0.000107243527946
A+,BAKER HUGHES INCORPORATED,2013,0.000068773507867
A+,BAKER HUGHES INCORPORATED,2013,0.000069813496700
A-,BALL CORPORATION,2013,0.000089057603998
BB+,BALL CORPORATION,2013,0.000038220077496
A,BAXTER INTERNATIONAL INC,2013,0.000129742732762
A,BAXTER INTERNATIONAL INC,2013,0.000128921852279
BB-,BCE INC,2013,0.000019553888962
BB-,BCE INC,2013,0.000014922751589
BB,BCE INC,2013,0.000017395449688
BBB-,BCE Inc.,2013,0.000036537839336
B-,"BEAZER HOMES USA, INC",2013,0.004541063395963
A+,"BECTON, DICKINSON AND COMPANY",2013,0.000138705669151
A+,"BECTON, DICKINSON AND COMPANY",2013,0.000114613527414
AA-,BIOGEN INC.,2013,0.919370572890479
AA-,BIOGEN INC.,2013,0.923965963535269
A,BORGWARNER INC,2013,0.000038749139769
BB+,BOSTON SCIENTIFIC CORPORATION,2013,0.000070452662181
BB+,BOSTON SCIENTIFIC CORPORATION,2013,0.000063765146830
CCC,BOYD GAMING CORPORATION,2013,0.000030408043532
CCC,BOYD GAMING CORPORATION,2013,0.000030654985949
BBB-,BRF S.A.,2013,0.000051874782321
BBB-,BRF S.A.,2013,0.000002915318110
BBB-,BRF S.A.,2013,0.000049042341570
BBB-,BRF S.A.,2013,0.000058487810167
A,BRISTOL-MYERS SQUIBB COMPANY,2013,0.000111934413614
A+,BRISTOL-MYERS SQUIBB COMPANY,2013,0.000136464181441
A-,Baidu Inc.,2013,0.000122022991143
BB+,Ball Corporation,2013,0.000059499023935
BB+,Ball Corporation,2013,0.000050812569534
BBB,Barrick Gold Corp.,2013,0.000130434427008
BBB,Barrick Gold Corp.,2013,0.000134918608654
BBB,Barrick Gold Corporation,2013,0.000010842037456
A-,Barrick Gold Corporation,2013,0.000351788563082
A-,Baxter International Inc.,2013,0.000014228392418
CCC,Beazer Homes USA Inc.,2013,0.000406962093400
CCC,Beazer Homes USA Inc.,2013,0.000357204018283
CCC,Beazer Homes USA Inc.,2013,0.000366462050841
CCC,"Beazer Homes USA, Inc.",2013,0.001683933492707
CCC+,"Beazer Homes USA, Inc.",2013,0.001181923040500
CCC+,"Beazer Homes USA, Inc.",2013,0.001282189904963
BB,Belden Inc.,2013,0.000003511601815
CCC+,Berry Global Group Inc.,2013,0.000005856336871
BBB,Bio-Rad Laboratories Inc.,2013,0.000240361724907
A-,Biogen Inc.,2013,0.000453778973002
BBB,Black Hills Corp.,2013,0.000153114930948
BBB,Black Hills Corporation,2013,0.000042799606316
BBB,Black Hills Corporation,2013,0.000040571864842
BB-,Booz Allen Hamilton Inc.,2013,0.000016732793281
BBB,BorgWarner Inc.,2013,0.000059041190886
BBB-,Boston Scientific Corp.,2013,0.000136692435308
BBB-,Boston Scientific Corp.,2013,0.000106081494600
BBB-,Boston Scientific Corporation,2013,0.000024181120251
BB-,Boyd Gaming Corporation,2013,0.000004909725662
BBB-,Braskem S.A.,2013,0.000015147281855
BBB-,Brinker International Inc.,2013,0.000062087849884
A+,Bristol-Myers Squibb Co.,2013,0.000134569478138
BBB+,Bristol-Myers Squibb Company,2013,0.000017244864150
A-,British American Tobacco p.l.c.,2013,0.000023807482139
A-,Brookfield Asset Management Inc.,2013,0.000045513148780
A-,Brookfield Asset Management Inc.,2013,0.000048753520915
BBB,Brookfield Asset Management Inc.,2013,0.000057096282763
CCC,"Builders FirstSource, Inc.",2013,0.000011793015694
B,"Burlington Stores, Inc.",2013,0.000006617865289
BBB,CABOT CORPORATION,2013,0.000028058157489
BB+,CACI International Inc.,2013,0.000117608164024
BB,"CACI International, Inc.",2013,0.000020035537216
A-,CAMPBELL SOUP COMPANY,2013,0.000060052462535
A-,CAMPBELL SOUP COMPANY,2013,0.000061117081224
A+,CANADIAN NATIONAL RAILWAY,2013,0.708580036797839
A+,CANADIAN NATIONAL RAILWAY,2013,0.716850746412397
A+,"CARDINAL HEALTH, INC",2013,0.000119720647226
A+,"CARDINAL HEALTH, INC",2013,0.000104195804322
BBB-,CARPENTER TECHNOLOGY,2013,0.000068957241524
BBB-,CARPENTER TECHNOLOGY,2013,0.000070869445585
A-,CATERPILLAR INC,2013,0.000213830894685
A-,CATERPILLAR INC,2013,0.000178813113306
BBB+,CATERPILLAR INC,2013,0.000200327456815
BB-,CDW Corporation,2013,0.000000785677568
B-,CDW Corporation,2013,0.000000899389516
B+,CDW LLC,2013,0.000010720966740
BB-,CDW LLC,2013,0.000009747115505
B+,CENTRAL GARDEN & PET COMPANY,2013,0.000068302834733
B-,CENTURY ALUMINUM COMPANY,2013,0.000029744183350
B,CENTURY ALUMINUM COMPANY,2013,0.000033960342415
B+,"CHARTER COMMUNICATIONS, INC",2013,0.000008664157467
BB-,"CHARTER COMMUNICATIONS, INC",2013,0.000008466113731
BBB,CHEMED CORPORATION,2013,0.000099835589329
AA+,CHEVRON CORPORATION,2013,0.999043819527006
AA+,CHEVRON CORPORATION,2013,0.999032117526025
B,CIENA CORPORATION,2013,0.000054569536935
A,CINTAS CORPORATION,2013,0.000092624442816
A,CINTAS CORPORATION,2013,0.000092441141348
AA,"CISCO SYSTEMS, INC",2013,0.998762655581994
AA,"CISCO SYSTEMS, INC",2013,0.998752301817323
AA,"CISCO SYSTEMS, INC",2013,0.998804324968965
A-,COCA-COLA EUROPEAN PARTNERS,2013,0.000049049102749
A-,COCA-COLA EUROPEAN PARTNERS,2013,0.000047572972344
A,COCA-COLA FEMSA SAB DE CV,2013,0.000104915593391
A,COCA-COLA FEMSA SAB DE CV,2013,0.000120618168759
BB,"COEUR MINING, INC",2013,0.000052779570776
BB,"COEUR MINING, INC",2013,0.000043132696747
BB,"COEUR MINING, INC",2013,0.000054139837271
BB-,"COEUR MINING, INC",2013,0.000059953444465
BB-,COMMERCIAL METALS COMPANY,2013,0.000061896591827
BBB+,COMMERCIAL METALS COMPANY,2013,0.000144368542825
BBB+,COMMERCIAL METALS COMPANY,2013,0.000156796969985
BB-,COMMERCIAL METALS COMPANY,2013,0.000079752257654
BBB,"CONAGRA BRANDS, INC",2013,0.000058138535486
BBB,"CONAGRA BRANDS, INC",2013,0.000048785186718
BBB+,"CONAGRA BRANDS, INC",2013,0.000058477392997
A+,CONOCOPHILLIPS,2013,0.492773198957528
A+,CONOCOPHILLIPS,2013,0.530798968193913
AA,CONOCOPHILLIPS,2013,0.536747490986431
BB,"CONSTELLATION BRANDS, INC",2013,0.000089689060692
B-,"CONSTELLATION BRANDS, INC",2013,0.000088626098548
BB,"CONSTELLATION BRANDS, INC",2013,0.000089212654318
BBB-,"CORECIVIC, INC.",2013,0.000047269737697
BBB-,"CORECIVIC, INC.",2013,0.000044283874746
BBB,"CORECIVIC, INC.",2013,0.000054520391398
AA-,CORNING INC,2013,0.925396142101465
AA,COSTCO WHOLESALE CORPORATION,2013,0.998930949169439
AA,COSTCO WHOLESALE CORPORATION,2013,0.998856112184798
BB+,CROWN CASTLE INTERNATIONAL,2013,0.000069477512155
BB,CROWN CASTLE INTERNATIONAL,2013,0.000064754783706
BB,"CROWN HOLDINGS, INC",2013,0.000046533845088
BB,"CROWN HOLDINGS, INC",2013,0.000048767018040
A,CSX CORPORATION,2013,0.000084316344009
A,CSX CORPORATION,2013,0.000084147312715
BBB,CSX Corp.,2013,0.000107250328819
BBB+,CSX Corp.,2013,0.000111086626070
BBB,CSX Corporation,2013,0.000018128277136
AA-,CUMMINS INC.,2013,0.998622216797721
A,CVS HEALTH CORPORATION,2013,0.365546426843223
BBB+,CVS Health,2013,0.000082511045097
BBB+,CVS Health,2013,0.000068388733179
BBB+,CVS Health Corporation,2013,0.000235403377426
A,Cabot Corp.,2013,0.000032598655217
A,Cabot Corp.,2013,0.000040308823551
A-,California Water Service Co.,2013,0.301489070226961
B,Calumet Specialty Products Partners LP,2013,0.000075078096902
B+,Calumet Specialty Products Partners LP,2013,0.000058176393476
B+,Calumet Specialty Products Partners LP,2013,0.000071801491624
B,"Calumet Specialty Products Partners, L.P.",2013,0.000007653176233
BBB+,Cameco Corp.,2013,0.000086883489644
A,Canadian National Railway Co.,2013,0.000333990213721
A,Canadian National Railway Co.,2013,0.000283617749289
A-,Canadian National Railway Company,2013,0.000102580916277
BBB+,Canadian Natural Resources Limited,2013,0.000015170096522
BBB+,Canadian Natural Resources Limited,2013,0.000015672064172
A,Cardinal Health Inc.,2013,0.000157951096764
A-,Cardinal Health Inc.,2013,0.000168213429800
A,Cardinal Health Inc.,2013,0.000154668855539
BBB,"Cardinal Health, Inc.",2013,0.000034473558159
BBB,Carpenter Technology Corp.,2013,0.000072767736011
BBB-,Carpenter Technology Corporation,2013,0.000011338641231
BB+,"Carter's, Inc.",2013,0.000032235608116
A,Caterpillar Inc.,2013,0.322325803599832
B+,"Cedar Fair, L.P.",2013,0.000023175250058
BB+,Cementos Pacasmayo S.A.A.,2013,0.000008632935580
BBB-,Cementos Pacasmayo S.A.A.,2013,0.000000803033192
BBB+,Cenovus Energy Inc.,2013,0.000029582464889
BBB,Cenovus Energy Inc.,2013,0.000002161441706
CCC+,Central Garden & Pet Co.,2013,0.000084741695016
B-,Central Garden & Pet Company,2013,0.000016507464539
B,Century Aluminum Co.,2013,0.000043800058657
B,Century Aluminum Co.,2013,0.000047966400313
BB,"Charles River Laboratories Int'l, Inc.",2013,0.000003606123220
BBB-,"Charter Communications Operating, LLC",2013,0.000001780917039
BBB-,"Charter Communications Operating, LLC",2013,0.000002123644209
AA+,Chevron Corporation,2013,0.955682257604456
AA,Chevron Corporation,2013,0.711548982352771
BBB-,China State Construction Int'l Holdings Ltd,2013,0.000017923721208
A+,Cisco Systems Inc.,2013,0.503050694908275
AA-,Cisco Systems Inc.,2013,0.496382490678010
BB,Clearwater Paper Corporation,2013,0.000005668049888
BBB+,Coca-Cola European Partners US LLC,2013,0.000006013821220
BBB+,Coca-Cola European Partners US LLC,2013,0.000006168280297
A,"Coca-Cola FEMSA, S.A.B. de C.V.",2013,0.000019237901519
BBB,"Coca-cola European Partners US, LLC",2013,0.000067057876937
BBB,"Coca-cola European Partners US, LLC",2013,0.000069733002969
BBB,"Coca-cola European Partners US, LLC",2013,0.000072514849352
BBB,"Coca-cola European Partners US, LLC",2013,0.000066486375408
B-,"Coeur Mining, Inc.",2013,0.000011488018206
BB,Colfax Corporation,2013,0.000005656814523
BB,Colfax Corporation,2013,0.000005446670241
A-,Comcast Corp.,2013,0.000052051496620
BBB+,Comcast Corporation,2013,0.000005140797766
A-,Comcast Corporation,2013,0.000005436270055
CCC+,"CommScope Holding Company, Inc.",2013,0.000006552799200
B-,"CommScope Holding Company, Inc.",2013,0.000007543164920
BB,Commercial Metals Company,2013,0.000029822221102
B-,Commercial Vehicle Group Inc.,2013,0.000080947230467
B-,Commercial Vehicle Group Inc.,2013,0.000075163632667
B-,Commercial Vehicle Group Inc.,2013,0.000068964511513
CCC+,Community Health Systems Inc.,2013,0.000155116098010
BBB-,Companhia de San Bas do Estado de Sao Paulo,2013,0.000011941068028
BB+,Companhia de Saneamento Basico do Estado de Sao Paulo,2013,0.000043634605215
A,Compass Group PLC,2013,0.000038359130251
CCC+,Comstock Resources Inc.,2013,0.001014170350048
CCC+,Comstock Resources Inc.,2013,0.000929829652826
BBB,"Conagra Brands, Inc.",2013,0.000012449888153
BBB-,"Conagra Brands, Inc.",2013,0.000008759729850
BBB,"Conagra Brands, Inc.",2013,0.000010885034102
B-,Consolidated Communications Inc.,2013,0.000029697255070
BB-,"Consolidated Communications, Inc.",2013,0.000003308601556
BB+,Constellation Brands Inc.,2013,0.000044020375373
BB+,Constellation Brands Inc.,2013,0.000162337845352
BB+,"Constellation Brands, Inc.",2013,0.000014388487076
B,"Container Store Group, Inc. (The)",2013,0.000002471698643
B-,Container Store Inc. (The),2013,0.000013515627045
B,Container Store Inc. (The),2013,0.000015215959972
BB+,"Controladora Mabe, S.A. de C.V.",2013,0.000037165479299
CCC+,Cooper-Standard Holdings Inc.,2013,0.000004966809246
A,Corning Inc.,2013,0.000753740956576
A-,Corning Inc.,2013,0.000676592473166
A-,Corning Incorporated,2013,0.000289411568285
BB,Crown Castle GS III Corp.,2013,0.000056692140185
BB+,Crown Castle GS III Corp.,2013,0.000070247789954
A,Cummins Inc.,2013,0.293477181255829
A,Cummins Inc.,2013,0.027339108487427
A-,"Cummins, Inc.",2013,0.000329558659399
B,Cumulus Media Inc.,2013,0.000002863868054
BB,"D. R. Horton, Inc.",2013,0.000005335407591
BB,"D. R. Horton, Inc.",2013,0.000004051128342
BBB-,"D.R. HORTON, INC",2013,0.000044642440461
BBB,"D.R. HORTON, INC",2013,0.000127141038975
BB-,D.R. Horton Inc.,2013,0.000061141511278
BB,D.R. Horton Inc.,2013,0.000060153940724
BB,"D.R. Horton, Inc.",2013,0.000009208643427
BB,"D.R. Horton, Inc.",2013,0.000009444704171
BBB+,DANA INCORPORATED,2013,0.000067550827293
BBB+,DANA INCORPORATED,2013,0.000067591203657
A+,DANAHER CORPORATION,2013,0.629396671720831
AA-,DANAHER CORPORATION,2013,0.634526940567618
BB+,"DARDEN RESTAURANTS, INC",2013,0.000018834522794
BB,"DARDEN RESTAURANTS, INC",2013,0.000015653300090
BB,"DARDEN RESTAURANTS, INC",2013,0.000018943977324
BB-,DAVITA INC.,2013,0.000035594299027
BB-,DAVITA INC.,2013,0.000044789223331
BB,DAVITA INC.,2013,0.000045021798935
BBB-,"DELTA AIR LINES, INC",2013,0.349400903917844
BBB-,DELUXE CORPORATION,2013,0.000105799142813
BBB,DELUXE CORPORATION,2013,0.000083508410652
BBB,DELUXE CORPORATION,2013,0.000096697126584
A-,DEVON ENERGY CORPORATION,2013,0.000126777228859
A-,DEVON ENERGY CORPORATION,2013,0.000138890119766
A-,DEVON ENERGY CORPORATION,2013,0.000105179310135
A-,DEVON ENERGY CORPORATION,2013,0.000110003383729
BBB+,DIAGEO PLC,2013,0.000094477058582
A+,DOVER CORPORATION,2013,0.000196176511049
A-,DTE ENERGY COMPANY,2013,0.492646123888944
A+,DTE ENERGY COMPANY,2013,0.475408714730066
A-,DTE Energy Center LLC,2013,0.000180101967579
A-,DTE Energy Center LLC,2013,0.000227980012683
BB+,"DTE Energy Center, LLC",2013,0.000025875943899
BBB,DTE Energy Co.,2013,0.000212973363095
BBB+,DTE Energy Company,2013,0.000047625945970
BBB+,DTE Energy Company,2013,0.000054215891179
A,DUKE ENERGY CORPORATION,2013,0.431590320389753
A,DUKE ENERGY CORPORATION,2013,0.460092853432307
AA-,DUKE ENERGY CORPORATION,2013,0.440236015174549
BB,Dana Incorporated,2013,0.000052387754837
BB,Dana Incorporated,2013,0.000055355988632
BBB-,Darden Restaurants Inc.,2013,0.000042429852551
BBB-,"Darden Restaurants, Inc.",2013,0.000003194301028
BBB-,"Darden Restaurants, Inc.",2013,0.000005481373156
BB,Darling Ingredients Inc.,2013,0.000011118217349
B+,Darling Ingredients Inc.,2013,0.000009398320351
BB,Delta Air Lines Inc.,2013,0.000161548419468
BB+,Delta Air Lines Inc.,2013,0.000149799651985
A,Devon Energy Corp.,2013,0.000172933805367
BBB+,Devon Energy Corp.,2013,0.000160446318785
BBB+,Devon Energy Corporation,2013,0.000031548275616
A-,Diageo PLC,2013,0.000008336701644
A,Diageo PLC,2013,0.000106715183454
B+,"DigitalGlobe, Inc.",2013,0.000029203845303
BB,Douglas Dynamics LLC,2013,0.000164493490336
A,Dover Corp.,2013,0.461943897893875
A,Dover Corporation,2013,0.000082413944716
A,Dover Corporation,2013,0.000040091197589
BBB,Duke Energy Corporation,2013,0.000078380735391
BBB-,Duke Energy Corporation,2013,0.000079223928799
BBB,Duke Energy Corporation,2013,0.000093315917145
BBB,Duke Energy Corporation,2013,0.000096380701735
BBB,Duke Energy Corporation,2013,0.000084848678498
BBB,Duke Energy Corporation,2013,0.000091574769502
BBB,Duke Energy Corporation,2013,0.000098717350797
BBB,Duke Energy Corporation,2013,0.000080704975725
BBB+,Duke Energy Corporation,2013,0.000094094072782
BBB+,Duke Energy Corporation,2013,0.000079578988031
BBB,EASTMAN CHEMICAL COMPANY,2013,0.000043436700184
BBB,EASTMAN CHEMICAL COMPANY,2013,0.000056158086312
A+,EBAY INC.,2013,0.162016281728635
A+,EBAY INC.,2013,0.162902024750055
BBB,ECOLAB INC.,2013,0.000056613460820
A-,EDISON INTERNATIONAL,2013,0.133421922391621
BBB-,EDISON INTERNATIONAL,2013,0.109793996435904
D,EDISON MISSION ENERGY,2013,0.000060635357315
AA-,ELI LILLY AND COMPANY,2013,0.472574421598680
AA-,ELI LILLY AND COMPANY,2013,0.484047421943540
A+,EMERSON ELECTRIC CO.,2013,0.000228683995397
A+,EMERSON ELECTRIC CO.,2013,0.000220111193679
BBB,ENERGIZER HOLDINGS INC,2013,0.000077324085858
BBB+,ENERGIZER HOLDINGS INC,2013,0.000071270494409
BBB+,ENTERGY CORPORATION,2013,0.000055178984889
BBB,ENTERGY CORPORATION,2013,0.000063204176434
BBB+,ENTERPRISE PRODUCTS PARTNERS,2013,0.000031936503191
BBB+,ENTERPRISE PRODUCTS PARTNERS,2013,0.000032864920678
A-,ENTERPRISE PRODUCTS PARTNERS,2013,0.000033649854737
A-,ENTERPRISE PRODUCTS PARTNERS,2013,0.000026000548734
A,"EOG RESOURCES, INC",2013,0.000090855660312
A,"EOG RESOURCES, INC",2013,0.000103467131861
A+,"EOG RESOURCES, INC",2013,0.000113748652827
A,EOG Resources Inc.,2013,0.000157266674935
BBB+,EQT CORPORATION,2013,0.000061967034444
BBB+,EQT CORPORATION,2013,0.000050860887691
BBB-,EQT Corporation,2013,0.000007059897955
BBB,EQT Corporation,2013,0.000089320476198
A-,EQUIFAX INC,2013,0.000093724835439
A,EQUIFAX INC,2013,0.000091725950568
B+,"EQUINIX, INC.",2013,0.000032863084238
B+,"EQUINIX, INC.",2013,0.000030945923259
BBB,EXELON CORPORATION,2013,0.000070970884774
A-,EXELON CORPORATION,2013,0.000068058835908
A+,EXELON CORPORATION,2013,0.000064124670269
BBB+,"EXPEDIA, INC.",2013,0.000080039749356
A-,"EXPEDIA, INC.",2013,0.000082150105591
AA+,EXXON MOBIL CORPORATION,2013,0.998942928176871
AA+,EXXON MOBIL CORPORATION,2013,0.998942699923590
BBB,Eastman Chemical Co.,2013,0.000065996959937
B+,Eastman Kodak Company,2013,0.000003176770224
BBB,Edison International,2013,0.000044677161531
BBB-,Edison International,2013,0.000676402787485
BBB,Edison International,2013,0.000607407717230
BB,Eldorado Gold Corp.,2013,0.000009171012077
AA-,Eli Lilly & Co.,2013,0.625354980910769
AA-,Eli Lilly & Co.,2013,0.688252917328666
BBB-,Embraer Overseas Limited,2013,0.000006908557445
A,Emerson Electric Co.,2013,0.275082830927981
A,Emerson Electric Co.,2013,0.282130759134091
BBB+,Enbridge Inc.,2013,0.000003711408167
BBB+,Enbridge Inc.,2013,0.000003818581965
BBB-,Endo Health Solutions Inc.,2013,0.000015559051191
B+,Endo Health Solutions Inc.,2013,0.000008666479584
BB-,Endo International PLC,2013,0.000038290107036
B,Endo International PLC,2013,0.000039753283252
BB,EnerSys,2013,0.000065224394219
BB,EnerSys,2013,0.000063959829914
BB,EnerSys,2013,0.000005644351105
A,Entergy Corp,2013,0.000093759601892
BBB+,Enterprise Products Operating LLC,2013,0.000001819451989
A,Enterprise Products Operating LLC,2013,0.000044831053807
BBB+,"Enterprise Products Operating, LLC",2013,0.000004065090126
BBB+,"Enterprise Products Operating, LLC",2013,0.000004227310048
B+,Entravision Communications Corp.,2013,0.000102415870138
B+,Entravision Communications Corp.,2013,0.000104666430351
A,Equifax Inc.,2013,0.000167981951280
BB-,"Equinix, Inc.",2013,0.000005126119300
BBB-,Exelon Corp.,2013,0.000080637925591
BBB,Exelon Corporation,2013,0.000014521173820
AAA,Exxon Mobil Corp.,2013,0.081082943700805
A+,FEDEX CORPORATION,2013,0.696860731150299
A+,FEDEX CORPORATION,2013,0.707468545125617
B-,FERRO CORPORATION,2013,0.000046475844074
B-,FERRO CORPORATION,2013,0.000036682504153
A-,"FISERV, INC.",2013,0.000052750183721
BBB+,FLOWSERVE CORPORATION,2013,0.000070921612042
A-,FLOWSERVE CORPORATION,2013,0.000072582577299
A+,FLUOR CORPORATION,2013,0.000071358926453
A+,FMC CORPORATION,2013,0.000073019922498
A+,FMC CORPORATION,2013,0.000076519154375
BBB+,FMC Corporation,2013,0.000014511444059
A,FMC Technologies Inc.,2013,0.000081398197419
A-,"FREEPORT-MCMORAN, INC",2013,0.000139090365457
A-,"FREEPORT-MCMORAN, INC",2013,0.000137895631908
BB,FTI Consulting Inc.,2013,0.000060063989611
BB,FTI Consulting Inc.,2013,0.000055619310545
B,"FairPoint Communications, Inc.",2013,0.000001550984601
BBB,FedEx Corp.,2013,0.000278671123671
BBB,FedEx Corp.,2013,0.000523982849726
BBB,FedEx Corp.,2013,0.000463476385445
B-,Ferro Corp.,2013,0.000047468875639
B,Ferro Corp.,2013,0.000045766378689
B,Ferro Corp.,2013,0.000056901730233
BBB-,Fidelity National Information Services Inc.,2013,0.000058759809581
BBB-,"Fidelity National Information Services, Inc.",2013,0.000008847444722
BBB-,"Fidelity National Information Services, Inc.",2013,0.000007965881420
BBB-,Fiserv Inc.,2013,0.000073119038297
BB+,Flex Ltd.,2013,0.000004448989324
BBB-,Flex Ltd.,2013,0.000006076539962
BB+,Flex Ltd.,2013,0.000041569567176
BBB,"Flowers Foods, Inc.",2013,0.000017209146685
BBB-,Flowserve Corp.,2013,0.000129256301927
BBB,Flowserve Corporation,2013,0.000021382058932
BBB,Flowserve Corporation,2013,0.000021491612982
A-,Fluor Corp.,2013,0.000094497882921
BB-,"Forum Energy Technologies, Inc.",2013,0.000005605464412
BB,"Forum Energy Technologies, Inc.",2013,0.000072317322838
BBB-,Freeport-McMoRan Inc.,2013,0.000023281145640
BBB,Freeport-McMoRan Inc.,2013,0.000010881255071
B,Freeport-McMoRan Oil & Gas LLC,2013,0.000074089796544
BBB,Freeport-McMoRan Oil & Gas LLC,2013,0.000006143765591
BBB,Freeport-McMoRan Oil & Gas LLC,2013,0.000121233330691
BBB-,Fresenius Medical Care AG & Co. KGaA,2013,0.000007585982416
BBB+,"GAP, INC",2013,0.000118769310047
BBB+,"GAP, INC",2013,0.000094019715946
BBB+,"GAP, INC",2013,0.000105112258382
BB,GENERAL CABLE CORPORATION,2013,0.000185243309559
BB-,GENERAL CABLE CORPORATION,2013,0.000166916540822
BBB+,"GENERAL MILLS, INC",2013,0.000060795169316
A-,"GENERAL MILLS, INC",2013,0.000046589822462
A+,"GILEAD SCIENCES, INC",2013,0.437329644176920
A+,"GILEAD SCIENCES, INC",2013,0.453325442633108
BBB+,GLAXOSMITHKLINE PLC,2013,0.000283958748486
A-,GLAXOSMITHKLINE PLC,2013,0.000269731182625
BBB-,Gap Inc. (The),2013,0.000146808412636
B-,General Cable Corporation,2013,0.000051940043506
BBB+,General Mills Inc.,2013,0.000085871154096
A,General Mills Inc.,2013,0.000071392015017
BBB+,"General Mills, Inc.",2013,0.000005859656557
BBB,"Gilead Sciences, Inc.",2013,0.003664372899573
BB+,Glatfelter (P.H.) Co.,2013,0.000064288494888
AA,GlaxoSmithKline Capital Inc.,2013,0.662027222643573
A+,GlaxoSmithKline Capital Inc.,2013,0.450048459845373
A+,GlaxoSmithKline plc,2013,0.000118721823748
AA-,Global One Real Estate Investment Corporation,2013,0.992972591419052
B+,"Global Ship Lease, Inc.",2013,0.000063913346446
CCC+,"Gray Television, Inc.",2013,0.000014622630146
B,Great Lakes Dredge & Dock Corp.,2013,0.000018915324057
B-,Great Lakes Dredge & Dock Corp.,2013,0.000018119017084
CCC+,Great Lakes Dredge & Dock Corporation,2013,0.000002173644878
B-,Greenbrier Companies Inc. (The),2013,0.000079089778104
BB,Greif Inc.,2013,0.000041201453111
BB-,Greif Inc.,2013,0.000047149235596
BB+,Griffon Corp.,2013,0.000106943125433
BB+,Grifols S.A.,2013,0.000028752863232
B+,Group 1 Automotive Inc.,2013,0.000055784216176
BB-,Group 1 Automotive Inc.,2013,0.000054362599038
B+,H&E Equipment Services Inc.,2013,0.000021525092451
A-,"H&R BLOCK, INC",2013,0.000115361914896
A-,"H&R BLOCK, INC",2013,0.000101124853992
AA+,HALLIBURTON COMPANY,2013,0.653048239376709
AA+,HALLIBURTON COMPANY,2013,0.659362511224073
BB,HANESBRANDS INC.,2013,0.000048407915610
BB,HANESBRANDS INC.,2013,0.000046001540645
A,"HARLEY-DAVIDSON, INC",2013,0.451220694416692
A,"HARLEY-DAVIDSON, INC",2013,0.477057361440242
AA-,"HARLEY-DAVIDSON, INC",2013,0.451978012335510
BB+,HARSCO CORPORATION,2013,0.000054174905169
BB+,HARSCO CORPORATION,2013,0.000047621182578
BBB-,"HASBRO, INC",2013,0.000132133375533
BBB-,"HASBRO, INC",2013,0.000143999718227
B+,HCA HEALTHCARE INC,2013,0.000083345740863
B+,HCA HEALTHCARE INC,2013,0.000099406685450
B+,HCA HEALTHCARE INC,2013,0.000088694156406
B-,"HCA Healthcare, Inc.",2013,0.000140076577685
A+,HERSHEY COMPANY,2013,0.000257756645896
A+,HERSHEY COMPANY,2013,0.000231030143797
A-,HESS CORPORATION,2013,0.000022079372786
A-,HESS CORPORATION,2013,0.000022346681571
A+,HONEYWELL INTERNATIONAL INC,2013,0.914549669656319
AA-,HONEYWELL INTERNATIONAL INC,2013,0.917283182848732
A+,HORMEL FOODS CORPORATION,2013,0.917762041974683
AA-,HORMEL FOODS CORPORATION,2013,0.924809133273952
AA-,HORMEL FOODS CORPORATION,2013,0.920389858379280
CCC,"HOVNANIAN ENTERPRISES, INC",2013,0.000036097110654
CCC,"HOVNANIAN ENTERPRISES, INC",2013,0.000033303358182
A,Halliburton Company,2013,0.000203072008125
BBB-,Harsco Corp.,2013,0.000121502406540
BB+,Harsco Corp.,2013,0.000056790659353
BB+,Harsco Corporation,2013,0.000008066624114
BBB+,Hasbro Inc.,2013,0.000157852220020
BBB-,Hasbro Inc.,2013,0.000160232906012
AA,Hershey Company (The),2013,0.464089795410955
A,Hershey Company (The),2013,0.140589882648204
